Unnamed: 0,수산대교(창원)_수위,여의리(의령군)_수위,의령군(정암교)_수위,함안군(서출리)_수위,합천군(적포교)_수위,date,time
6741,0.0631704410011918,0.1910046728971962,0.1391625615763547,0.2078313253012048,0.1873378308251167,2013-06-03,22
6742,0.0607866507747318,0.1921728971962616,0.1391625615763547,0.2088353413654617,0.1888946549039958,2013-06-03,23
6743,0.0607866507747318,0.1921728971962616,0.1391625615763547,0.2088353413654617,0.1888946549039958,2013-06-04,0
6744,0.0607866507747318,0.1927570093457944,0.1403940886699507,0.2098393574297188,0.1888946549039958,2013-06-04,1
6745,0.0607866507747318,0.1927570093457944,0.1403940886699507,0.2108433734939758,0.1868188894654903,2013-06-04,2
6746,0.0584028605482717,0.1921728971962616,0.1403940886699507,0.2108433734939758,0.186299948105864,2013-06-04,3
6747,0.0595947556615017,0.1921728971962616,0.1403940886699507,0.2118473895582329,0.1873378308251167,2013-06-04,4
6748,0.0595947556615017,0.1921728971962616,0.1403940886699507,0.2108433734939758,0.1883757135443695,2013-06-04,5
6749,0.0595947556615017,0.1921728971962616,0.1403940886699507,0.2108433734939758,0.1868188894654903,2013-06-04,6
6750,0.0607866507747318,0.1921728971962616,0.1391625615763547,0.2108433734939758,0.1868188894654903,2013-06-04,7
6751,0.0607866507747318,0.1921728971962616,0.1391625615763547,0.2098393574297188,0.1873378308251167,2013-06-04,8
6752,0.0607866507747318,0.1921728971962616,0.1379310344827586,0.2088353413654617,0.1878567721847431,2013-06-04,9
6753,0.0584028605482717,0.1921728971962616,0.1379310344827586,0.2088353413654617,0.1904514789828749,2013-06-04,10
6754,0.0572109654350417,0.1939252336448598,0.1366995073891626,0.2088353413654617,0.1909704203425012,2013-06-04,11
6755,0.0572109654350417,0.1939252336448598,0.1366995073891626,0.2108433734939758,0.1935651271406331,2013-06-04,12
